Region,Province,TypeOfWork,FundingYear,ApprovedBudgetForContract,ContractCost,ActualCompletionDate,StartDate,Contractor,ContractId,ProjectId,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Drainage Structure,2023,5940000,5940000,7/5/2023,2/6/2023,DARCY & ANNA BUILDERS & TRADING,23OC0042,P00737393LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Drainage Structure,2023,5049000,5047645.32,5/9/2023,2/9/2023,G.F. ROVERO MERCHANDISING,23OC0041,P00737395LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Facility,2023,82990000,82982803.05,4/9/2024,2/15/2023,ST. TIMOTHY CONSTRUCTION CORPORATION,23OC0038,P00725532LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Facility,2023,82025000,82024950.75,7/3/2024,2/15/2023,VICTORIA DEVELOPMENT AND VENTURES CORP. (FOR: VICTORIA DEV'T AND CONST. CORP.),23OC0037,P00725534LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Drainage Structure,2023,5049000,5046783.6,7/14/2023,2/15/2023,G.F. ROVERO MERCHANDISING,23OC0043,P00737394LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Facility,2023,82025000,82023005.37,7/4/2024,2/22/2023,R.D. TALENS CONSTRUCTION AND TRADING,23OC0036,P00725533LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Drainage Structure,2023,13860000,13856409.32,9/19/2023,3/9/2023,K84 CONSTRUCTION AND DEVELOPMENT CORPORATION,23OC0044,P00737396LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Structure,2023,57900000,57900000,12/15/2023,4/12/2023,AMETHYST HORIZON BUILDERS AND GEN. CONTRACTOR AND DEVELOPMENT CORP. / K84 CONSTRUCTION AND DEVELOPMENT CORPORATION,23OC0082,P00726815LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2023,49000000,48999627.3,4/12/2024,4/12/2023,DARCY & ANNA BUILDERS & TRADING,23OC0081,P00727010LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Structure,2023,39200000,39180318,1/18/2024,4/17/2023,KING EIGHT BUILDERS AND SUPPLY,23OC0087,P00727011LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2023,99000000,98995281.56,4/10/2024,4/17/2023,E.R. RODRIGUEZ CONSTRUCTION CORPORATION (FORMERLY: E.R. RODRIGUEZ CONSTRUCTION),23OC0089,P00742114LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Structure,2023,96500000,96499846.05,2/20/2024,4/27/2023,PRECIOUS CONSTRUCTION / KIMCON CONSTRUCTION AND SUPPLY,23OC0090,P00726826LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2023,49000000,48999076.1,3/17/2024,5/23/2023,EURO CONSTRUCTION AND SUPPLY ( FORMERLY: EURO CONSTRUCTION AND TRADING),23OC0088,P00727009LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2023,77200000,77199892.17,9/14/2024,7/10/2023,REND ENTERPRISES & GENERAL CONTRACTOR / MRRM TRADING & CONSTRUCTION,23OC0096,P00726816LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2023,77200000,77194055.8,9/13/2024,7/10/2023,AMETHYST HORIZON BUILDERS AND GEN. CONTRACTOR AND DEVELOPMENT CORP. / K84 CONSTRUCTION AND DEVELOPMENT CORPORATION,23OC0097,P00726817LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2023,99000000,96129000,12/16/2024,7/10/2023,E.R. RODRIGUEZ CONSTRUCTION CORPORATION (FORMERLY: E.R. RODRIGUEZ CONSTRUCTION),23OC0099,P00742111LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2023,67550000,67543629.01,12/3/2024,7/20/2023,AARCON BUILDERS,23OC0100,P00726818LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2023,99000000,98997516.14,11/18/2024,8/14/2023,E.R. RODRIGUEZ CONSTRUCTION CORPORATION (FORMERLY: E.R. RODRIGUEZ CONSTRUCTION),23OC0083,P00742110LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Drainage Structure,2023,5049000,5048995.64,3/7/2024,8/14/2023,ILFREO CONSTRUCTION CORP. (FORMERLY:ILFREO CONSTRUCTION & TRADING CORP.),23OC0045,P00742241LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2023,67550000,67549911.44,11/5/2024,9/11/2023,AARCON BUILDERS,23OC0114,P00726819LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2024,48625580,48606719.37,9/18/2024,2/7/2024,ILFREO CONSTRUCTION CORP. (FORMERLY:ILFREO CONSTRUCTION & TRADING CORP.),24OC0037,P00820567LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2024,49000000,48996157.64,1/2/2025,2/8/2024,REND ENTERPRISES & GENERAL CONTRACTOR,24OC0024,P00820566LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Drainage Structure,2024,19600000,19599817.96,6/21/2024,2/14/2024,G.F. ROVERO MERCHANDISING,24OC0041,P00820576LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2024,79200000,79048492.76,2/2/2025,5/9/2024,E.R. RODRIGUEZ CONSTRUCTION CORPORATION (FORMERLY: E.R. RODRIGUEZ CONSTRUCTION),24OC0118,P00848601LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Drainage Structure,2024,4950000,4949123.97,12/10/2024,6/7/2024,K84 CONSTRUCTION AND DEVELOPMENT CORPORATION,24OC0119,P00845867LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Drainage Structure,2024,4825000,4821756.02,10/23/2024,6/27/2024,K84 CONSTRUCTION AND DEVELOPMENT CORPORATION,24OC0143,P00843171LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Drainage Structure,2024,14700000,14699900.18,10/23/2024,6/27/2024,G.F. ROVERO MERCHANDISING,24OC0114,P00844674LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2024,14700000,14259747.39,11/15/2024,7/11/2024,EURO CONSTRUCTION AND SUPPLY ( FORMERLY: EURO CONSTRUCTION AND TRADING),24OC0032,P00820569LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2022,29400000,27900600,11/17/2022,2/4/2022,JMK BUILDERS CONSTRUCTION,22OC0102,P00620917LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Structure,2022,49000000,48996514.9,10/1/2022,2/4/2022,AKN CONSTRUCTION CORPORATION,22OC0101,P00620921LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Structure,2022,49000000,49000000,12/26/2022,2/4/2022,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP.,22OC0108,P00620924LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2022,49000000,49000000,11/16/2022,3/22/2022,AKN CONSTRUCTION CORPORATION,22OC0100,P00620916LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Structure,2022,39200000,39200000,8/14/2022,3/22/2022,AKN CONSTRUCTION CORPORATION,22OC0140,P00620922LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Structure,2022,49000000,48997087.44,12/1/2022,3/22/2022,AKN CONSTRUCTION CORPORATION,22OC0107,P00620923LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Drainage Structure,2022,9800000,9800000,10/17/2022,3/22/2022,R.E. ORLINA CONSTRUCTION CORPORATION,22OC0150,P00621478LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Structure,2022,24500000,24499855.4,11/16/2022,3/22/2022,GMO CONSTRUCTION,22OC0148,P00637041LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Structure,2022,77200000,77200000,1/17/2023,3/24/2022,RAICON DEVELOPMENT CORPORATION (FORMERLY : RA IGNACIO CONST. CORP.) / P.L.G.L. CONSTRUCTION,22OC0149,P00637006LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Drainage Structure,2022,14700000,14698821.77,7/6/2022,3/31/2022,GRAC-TA BUILDERS,22OC0174,P00639408LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2022,49000000,48996552.93,2/16/2023,6/22/2022,RAICON DEVELOPMENT CORPORATION (FORMERLY : RA IGNACIO CONST. CORP.) / P.L.G.L. CONSTRUCTION,22OC0182,P00620918LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2022,49000000,48995753.41,5/22/2023,6/22/2022,AKN CONSTRUCTION CORPORATION,22OC0183,P00620919LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2022,49000000,48993324.65,2/16/2023,6/22/2022,RAICON DEVELOPMENT CORPORATION (FORMERLY : RA IGNACIO CONST. CORP.) / P.L.G.L. CONSTRUCTION,22OC0184,P00620920LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Facility,2023,93946803,93946610,7/15/2024,2/14/2023,"NEWBIG FOUR J CONSTRUCTION INC., (FORMERLY FOUR J",23OC0062,P00725536LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Facility,2023,91675000,91674500.46,11/4/2024,2/15/2023,EIGHT J'S CONSTRUCTION SERVICES,23OC0060,P00725540LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Facility,2023,19600000,19110512.21,4/26/2024,5/16/2023,JMK BUILDERS CONSTRUCTION,23OC0095,P00727012LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Flood Control Structure,2023,19800000,19791672.85,10/24/2023,5/16/2023,P.L.G.L. CONSTRUCTION,23OC0094,P00742240LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2024,34300000,34298335.11,5/20/2024,2/7/2024,RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU / AKN CONSTRUCTION CORPORATION,24OC0012,P00820563LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2024,34300000,32931552.36,6/6/2024,2/8/2024,RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU / AKN CONSTRUCTION CORPORATION,24OC0026,P00820570LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Drainage Structure,2024,29400000,29395942.48,7/22/2024,2/8/2024,GRAC-TA BUILDERS,24OC0027,P00820575LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Flood Control Structure,2024,29400000,29391551.65,7/22/2024,2/15/2024,RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU,24OC0045,P00820577LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2024,29400000,29397318.91,7/19/2024,2/16/2024,RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU,24OC0018,P00838468LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2024,29400000,29394774.79,5/20/2024,2/19/2024,RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU,24OC0030,P00820571LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2024,92614910,92609743.96,9/16/2024,2/20/2024,RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU / AKN CONSTRUCTION CORPORATION,24OC0038,P00820054LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2024,39200000,39200000,12/15/2024,2/20/2024,TWO DIMENSION CONSTRUCTION,24OC0015,P00838467LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2024,144750000,144749717.8,12/12/2024,3/27/2024,AKN CONSTRUCTION CORPORATION,24OC0063,P00823261LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2024,29400000,29399812.65,8/19/2024,3/27/2024,RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU,24OC0104,P00844677LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Drainage Structure,2024,96500000,96500000,12/27/2024,4/5/2024,RAICON DEVELOPMENT CORPORATION (FORMERLY : RA IGNACIO CONST. CORP.) / P.L.G.L. CONSTRUCTION,24OC0049,P00823259LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2024,29400000,29365844.46,8/16/2024,5/9/2024,RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU,24OC0107,P00844676LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2024,29400000,29155410.96,10/31/2024,7/4/2024,RNN CONSTRUCTION CORPORATION (FORMERLY RNN CONSTRU,24OC0106,P00844675LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Drainage Structure,2024,48250000,48250000,12/12/2024,7/8/2024,JELSIE CONSTRUCTION & SUPPLY,24OC0088,P00823260LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Drainage Structure,2024,18655280,18655280,2/2/2025,9/6/2024,THE STEADFAST BUILDERS,24OC0059,P00820573LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Flood Control Structure,2024,14700000,14673478.92,12/16/2024,9/18/2024,AKN CONSTRUCTION CORPORATION,24OC0108,P00844678LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Structure,2022,44100000,42777000,10/21/2022,2/7/2022,LARSEN-DUTCHER CONSTRACTOR CORPORATION (FORMERLY:LARSEN-DUTCHER CONSTRACTOR),22OF0022,P00620440LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Structure,2022,44100000,42768180,12/12/2022,2/7/2022,E.L. ANOLIN CONSTRUCTION,22OF0024,P00620441LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Structure,2022,44100000,42772590,10/21/2022,2/7/2022,ST. MATTHEW GEN. CONTRACTOR & DEVELOPMENT CORP.,22OF0023,P00620442LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Structure,2022,44100000,44100000,1/3/2023,2/7/2022,TUCHAR CONSTRUCTION CORP. (FORMERLY:TUCHAR CONSTRU,22OF0025,P00620443LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Structure,2022,44052890.46,42731523.6,12/5/2022,2/7/2022,LARSEN-DUTCHER CONSTRACTOR CORPORATION (FORMERLY:LARSEN-DUTCHER CONSTRACTOR),22OF0021,P00620444LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2022,19600000,19013963,9/27/2022,2/10/2022,"C.E.M. CONSTRUCTION, INC.",22OF0030,P00620445LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Drainage Structure,2022,14700000,14259000,9/11/2022,2/14/2022,VERDAX BUILDERS,22OF0067,P00631044LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Drainage Structure,2022,9799221.86,9799221.86,8/10/2022,2/14/2022,TRICHES CONSTRUCTION & TRADING,22OF0038,P00631045LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Structure,2023,19599970.3,19000000,7/17/2023,2/13/2023,"M.E. SICAT CONSTRUCTION, INC. (FORMERLY M.E. SICAT",23OF0008,P00726012LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2024,29399608.72,28805612.63,9/2/2024,2/6/2024,OSCORD BUILDERS CORPORATION,24OF0015,P00821454LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Revetment,2024,48999608.72,48508612.63,12/1/2024,2/6/2024,AMETHYST HORIZON BUILDERS AND GEN. CONTRACTOR AND DEVELOPMENT CORP.,24OF0026,P00821458LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Structure,2022,48019939.82,48019939.82,11/21/2022,2/7/2022,VICTORIA DEVELOPMENT AND VENTURES CORP. (FOR: VICTORIA DEV'T AND CONST. CORP.),22OF0019,P00620926LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Flood Control Structure,2022,19600000,19600000,10/10/2022,2/14/2022,CG GENERAL CONSTRUCTION & DEVELOPMENT CORPORATION,22OF0057,P00631048LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Flood Control Structure,2022,14700000,14470000,8/12/2023,2/14/2022,INDUSTRIAL CONTROLS CORPORATION (ICC),22OF0031,P00631050LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Flood Control Structure,2022,14700000,14259000,11/6/2022,2/14/2022,E.L. TORRES CONSTRUCTION AND TRADING INC. (FORMERLY : E. L. TORRES CONSTRUCTION & TRADING,22OF0058,P00631051LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Flood Control Structure,2022,19600000,19012000,6/12/2023,2/14/2022,E.L. TORRES CONSTRUCTION AND TRADING INC. (FORMERLY : E. L. TORRES CONSTRUCTION & TRADING,22OF0056,P00631052LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Flood Control Structure,2022,72544050,72548700,1/29/2023,2/16/2022,LE BRON CONSTRUCTION,22OF0027,P00620104LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Flood Control Structure,2022,75750125,73477621.25,2/28/2023,2/16/2022,LE BRON CONSTRUCTION,22OF0075,P00630925LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Flood Control Structure,2022,75554850,73288204.5,2/20/2023,2/16/2022,LE BRON CONSTRUCTION,22OF0026,P00630926LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Flood Control Structure,2022,75655950,73386271.5,4/30/2023,3/22/2022,LE BRON CONSTRUCTION,22OF0153,P00630924LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Structure,2022,48019938.26,46581350.46,4/26/2023,3/23/2022,"LARSEN-DUTCHER CONSTRACTOR CORPORATION (FORMERLY:LARSEN-DUTCHER CONSTRACTOR) / DREAMWORX BUILDER & TRADING, INC.",22OF0113,P00620927LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Structure,2022,96500000,93605000,8/7/2023,5/19/2022,PRECIOUS CONSTRUCTION / DARCY & ANNA BUILDERS & TRADING,22OF0228,P00639311LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Structure,2023,19599857.14,19584084.67,10/9/2023,2/13/2023,"A.T. DUMLAO CONSTRUCTION, INC. FORMERLYANDONI T. D",23OF0001,P00726017LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Flood Control Structure,2023,48999699,47990305.2,11/27/2023,2/13/2023,MRB11 CONSTRUCTION CORPORATION (FORMERLY:MRB CONS / MANCOL CONSTRUCTION CORPORATION,23OF0019,P00726023LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Flood Control Structure,2023,48999625.86,48996288.55,11/24/2023,2/14/2023,FRAMECON BUILDERS,23OF0031,P00736171LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Flood Control Structure,2023,29399752.98,29399256.06,11/24/2023,2/14/2023,E.L. TORRES CONSTRUCTION AND TRADING INC. (FORMERLY : E. L. TORRES CONSTRUCTION & TRADING,23OF0026,P00736172LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Flood Control Structure,2023,48999699,48019705.02,12/10/2023,2/14/2023,E.L. TORRES CONSTRUCTION AND TRADING INC. (FORMERLY : E. L. TORRES CONSTRUCTION & TRADING,23OF0030,P00736173LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Flood Control Structure,2023,48999900,48990596,8/11/2023,2/14/2023,MSV CONSTRUCTION AND SUPPLIES,23OF0032,P00736174LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Structure,2023,48999515.75,48019525.44,12/20/2023,3/7/2023,LE BRON CONSTRUCTION,23OF0044,P00736169LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Flood Control Structure,2023,48999920,48993565.33,12/18/2023,3/21/2023,LE BRON CONSTRUCTION,23OF0086,P00736170LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Flood Control Structure,2023,49499920.6,49499890.92,12/18/2023,4/5/2023,LE BRON CONSTRUCTION,23OF0122,P00742248LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Structure,2024,48999897.4,48416798.62,11/18/2024,2/6/2024,LE BRON CONSTRUCTION,24OF0019,P00820625LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Structure,2024,48999550.8,48458879.03,11/28/2024,2/6/2024,FRAMECON BUILDERS,24OF0020,P00820632LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Structure,2024,48999937.2,48508937.83,11/29/2024,2/6/2024,AVE-MIRA CONSTRUCTION AND TRADING,24OF0021,P00820633LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Flood Control Structure,2024,29399900,29399739.03,10/28/2024,2/6/2024,FRAMECON BUILDERS,24OF0003,P00820641LZ,,,,,,,,,,,,,
NCR,Metro Manila,Rehabilitation / Major Repair of Flood Control Structure,2024,28468894.2,28157584.94,9/16/2024,2/6/2024,LE BRON CONSTRUCTION,24OF0008,P00838479LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Flood Mitigation Structure,2024,144749671.4,143273224.8,11/18/2024,3/18/2024,LE BRON CONSTRUCTION,24OF0132,P00820027LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Slope Protection Structure,2022,48999830.59,48999982.49,9/22/2022,2/8/2022,DAHL CONSTRUCTION CORP. (FORMERLY: DAHL CONSTRUCTION),22OB0155,P00620357LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Slope Protection Structure,2022,94569850.78,89179369.28,10/13/2022,2/16/2022,J.C. UYECIO CONSTRUCTION AND DEVELOPMENT COMPANY / A.J. LAVA BUILDERS CORP. (FORMERLY: A.J. LAVA BUIL,22OB0151,P00620007LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Slope Protection Structure,2022,94569862.07,89708559.82,9/1/2022,2/16/2022,J.C. UYECIO CONSTRUCTION AND DEVELOPMENT COMPANY / A.J. LAVA BUILDERS CORP. (FORMERLY: A.J. LAVA BUIL,22OB0152,P00620008LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Slope Protection Structure,2022,94569723.96,89841032.41,10/13/2022,2/16/2022,J.C. UYECIO CONSTRUCTION AND DEVELOPMENT COMPANY / A.J. LAVA BUILDERS CORP. (FORMERLY: A.J. LAVA BUIL,22OB0153,P00620009LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Slope Protection Structure,2022,94569381.4,89844082.13,10/13/2022,2/16/2022,"NEWBIG FOUR J CONSTRUCTION INC., (FORMERLY FOUR J",22OB0154,P00620010LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Slope Protection Structure,2022,94569211.39,89794000.76,9/15/2022,2/16/2022,"HONY TRADING & CONSTRUCTION / B. BERNARDO CONST., INC.",22OB0157,P00620069LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Slope Protection Structure,2022,94569450.51,94570000,10/13/2022,2/16/2022,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP. / FRANZCOR TRADING & CONSTRUCTION,22OB0158,P00620070LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Slope Protection Structure,2022,94569742.72,89793537.38,10/13/2022,2/16/2022,ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP. / EBUILDERS CONSTRUCTION & DEVELOPMENT CORP.,22OB0159,P00620071LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Slope Protection Structure,2022,94569981.84,89727299.48,9/7/2022,2/16/2022,HONY TRADING & CONSTRUCTION,22OB0160,P00620072LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Slope Protection Structure,2022,62724722.65,59566104.23,3/1/2024,3/21/2022,ST. MATTHEW GEN. CONTRACTOR & DEVELOPMENT CORP.,22OB0156,P00620085LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Slope Protection Structure,2022,96499494.35,91640252.51,9/1/2023,3/21/2022,PASCAL CONSTRUCTION,22OB0161,P00620086LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Slope Protection Structure,2023,75520650.16,71706857.32,8/15/2023,3/15/2023,11-16 CONSTRUCTION / HAWK KEY CONSTRUCTION AND GENERAL MERCHANDISE CORPORATION,23OB0134,P00725522LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Slope Protection Structure,2023,75520379.96,71744360.96,8/15/2023,3/15/2023,11-16 CONSTRUCTION / HAWK KEY CONSTRUCTION AND GENERAL MERCHANDISE CORPORATION,23OB0135,P00725523LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Slope Protection Structure,2023,75463814.5,71675531.01,8/1/2023,3/15/2023,ZYRE TRADING AND CONSTRUCTION / DAHL CONSTRUCTION CORP. (FORMERLY: DAHL CONSTRUCTION),23OB0136,P00725524LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Drainage Structure,2023,14699960.37,13963924.69,11/10/2023,5/23/2023,J.M.L.R. CONSTRUCTION AND SUPPLY,23OB0346,P00742239LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Drainage Structure,2023,27439309.69,26064196.17,2/2/2024,6/9/2023,WAY MAKER GENERAL CONTRACTOR OPC,23OB0345,P00742237LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Slope Protection Structure,2024,14699764.7,13964795.22,11/25/2024,5/6/2024,TUCHAR CONSTRUCTION CORP. (FORMERLY:TUCHAR CONSTRU,24OB0285,P00824599LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Slope Protection Structure,2024,96499819.92,90709571.71,2/1/2025,5/11/2024,J. SIMEON CONSTRUCTION,24OB0216,P00821063LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Slope Protection Structure,2024,135306927.6,125754544.8,2/1/2025,5/29/2024,DAHL CONSTRUCTION CORP. (FORMERLY: DAHL CONSTRUCTION),24OB0214,P00821061LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Slope Protection Structure,2024,96499448.22,90685600.66,2/1/2025,5/29/2024,J. SIMEON CONSTRUCTION,24OB0215,P00821062LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Slope Protection Structure,2024,96499553.91,88779589.6,2/1/2025,6/4/2024,RVR3 CONSTRUCTION SUPPLY AND SERVICES,24OB0288,P00821060LZ,,,,,,,,,,,,,
NCR,Metro Manila,Construction of Drainage Structure,2022,29399660.98,27918834.88,1/30/2023,2/8/2022,5.J.B.P. PREMIUM CONSTRUCTION CORPORATION,22OB0025,P00620358LZ,,,,,,,,,,,,,
